3441120	482
3446111	497
3451109	434
3456109	456
3461110	508
3466110	457
3471111	443
3476110	506
3481111	483
3486109	439
3491110	491
3496111	504
3501112	442
3506110	461
3511111	517
3516112	462
3521111	444
3526111	510
3531112	483
3536109	437
3541110	488
3546111	491
3551112	429
3556112	452
3561112	493
3566112	445
3571110	427
3576111	496
3581111	470
3586112	420
3591112	478
3596109	501
3601110	431
3606110	449
3611110	494
3616110	456
3621110	434
3626111	506
3631113	483
3636112	451
3641113	521
3646111	546
3651112	410
3656111	419
3661112	482
3666113	442
3671113	430
3676111	490
3681111	461
3686111	416
3691113	476
3696111	491
3701111	440
3706112	458
3711113	512
3716111	454
3721112	433
3726113	504
3731111	486
3736112	431
3741112	485
3746113	515
3751113	444
3756111	454
3761111	525
3766110	471
3771113	444
3776110	511
3781112	487
3786112	433
3791113	495
3796112	507
3801113	446
3806113	473
3811113	543
3816112	491
3821114	467
3826112	506
3831114	468
3836112	431
3841114	470
3846112	496
3851113	431
3856113	431
3861114	510
3866112	454
3871113	431
3876112	504
3881113	489
3886114	431
3891112	490
3896112	508
3901113	453
3906112	444
3911112	496
3916113	459
3921112	428
3926112	496
3931112	475
3936113	423
3941113	466
3946114	493
3951113	440
3956114	459
3961112	515
3966114	467
3971115	450
3976113	505
3981114	485
3986113	436
3991112	492
3996114	508
4001113	441
4006113	458
4011114	509
4016114	457
4021115	439
4026113	508
4031114	483
4036112	431
4041115	484
4046112	498
4051113	439
4056114	461
4061114	510
4066115	459
4071112	439
4076113	506
4081115	484
4086115	437
4091115	491
4096113	505
4101113	438
4106115	460
4111115	520
4116114	466
4121116	447
4126114	513
4131115	494
4136114	439
4141114	495
4146116	500
4151116	444
4156115	467
4161115	521
4166116	463
4171114	435
4176114	503
4181115	483
4186114	435
4191115	485
4196116	498
4201116	443
4206114	451
4211115	493
4216115	452
4221115	493
4226113	631
4231115	601
4236115	529
4241115	744
4246113	941
4251116	997
4256113	1012
4261115	822
4266115	381
4271116	450
4276115	761
4281116	605
4286117	643
4291114	826
4296116	966
4301117	879
4306115	586
4311117	817
4316117	323
4321115	95
4326115	406
4331116	713
4336115	914
4341117	990
4346115	484
4351116	136
4356117	608
4361115	907
4366116	353
4371115	102
4376117	623
4381115	525
4386115	164
4391115	79
4396117	380
4401116	241
4406116	187
4411116	797
4416116	375
4421116	347
4426115	842
4431116	529
4436116	146
4441117	45
4446117	407
4451117	243
4456116	542
4461116	890
4466117	793
4471117	723
4476115	197
4481116	63
4486117	65
4491117	23
4496117	394
4501118	325
4506116	91
4511118	385
4516116	769
4521116	217
4526117	65
4531116	22
4536116	91
4541116	220
4546116	358
4551118	398
4556118	462
4561118	469
4566116	411
4571116	128
4576116	203
4581116	262
4586118	403
4591119	470
4596117	403
4601119	218
4606117	236
4611119	366
4616117	522
4621119	653
4626117	293
4631118	87
4636118	123
4641117	388
4646117	456
4651118	188
4656119	204
4661117	325
4666117	415
4671117	399
4676118	406
4681119	383
4686116	280
4691117	362
4696118	443
4701118	376
4706116	451
4711117	503
4716117	489
4721118	488
4726118	446
4731118	422
4736118	445
4741119	510
4746119	515
4751120	391
4756119	383
4761120	452
4766119	426
4771120	409
4776118	449
4781120	428
4786118	386
4791120	441
4796120	473
4801119	459
4806120	499
4811118	449
4816119	383
4821118	387
4826120	506
4831120	527
4836118	503
4841120	566
4846118	580
4851118	523
4856118	592
4861120	622
4866118	541
4871118	551
4876118	584
4881119	497
4886119	462
4891117	546
4896118	567
4901118	474
4906119	451
4911120	600
4916119	551
4921120	487
4926119	515
4931120	487
4936118	455
4941120	521
4946119	519
4951120	468
4956121	487
4961120	548
4966120	494
4971120	462
4976121	509
4981118	496
4986119	437
4991119	483
4996119	507
5001118	436
5006118	478
5011121	568
5016121	508
5021119	466
5026119	556
5031119	544
5036119	541
5041120	519
5046121	499
5051121	432
5056121	450
5061118	575
5066119	626
5071120	546
5076122	519
5081120	442
5086121	344
5091122	432
5096120	473
5101121	473
5106122	471
5111120	466
5116122	452
5121120	466
5126121	557
5131120	514
5136121	475
5141120	522
5146120	588
5151120	491
5156120	474
5161121	553
5166121	492
5171119	477
5176120	572
5181121	574
5186121	477
5191121	557
5196121	553
5201121	494
5206121	564
5211122	570
5216121	571
5221121	514
5226121	607
5231123	590
5236122	526
5241123	548
5246121	689
5251122	576
5256122	647
5261123	629
5266121	542
5271123	638
5276123	489
5281121	407
5286123	501
5291121	689
5296123	706
5301122	615
5306122	446
5311123	549
5316121	837
5321122	840
5326121	795
5331122	643
5336123	260
5341121	197
5346123	284
5351123	588
5356121	462
5361121	715
5366121	625
5371122	700
5376121	669
5381121	447
5386122	677
5391121	612
5396122	229
5401123	448
5406122	857
5411123	369
5416122	644
5421123	479
5426123	627
5431124	712
5436122	936
5441124	995
5446123	525
5451123	147
5456124	46
5461123	18
5466122	42
5471121	692
5476124	929
5481121	730
5486124	199
5491124	62
5496124	703
5501122	661
5506122	179
5511123	120
5516123	600
5521124	408
5526123	569
5531123	870
5536122	316
5541124	91
5546122	31
5551125	331
5556125	126
5561125	192
5566123	786
5571124	360
5576123	103
5581123	33
5586123	181
5591123	170
5596124	240
5601125	294
5606123	323
5611123	373
5616124	354
5621124	607
5626123	805
5631123	633
5636123	369
5641124	631
5646124	679
5651123	391
5656123	462
5661124	455
5666124	433
5671124	408
5676124	227
5681125	348
5686122	292
5691122	90
5696124	165
5701124	200
5706124	188
5711125	321
5716126	326
5721124	404
5726126	573
5731125	407
5736126	345
5741124	451
5746126	477
5751126	389
5756124	389
5761125	466
5766126	498
5771126	510
5776126	561
5781126	557
5786126	525
5791124	569
5796126	578
5801126	475
5806126	453
5811124	469
5816125	422
5821126	359
5826125	414
5831126	339
5836125	279
5841126	352
5846124	402
5851124	336
5856125	380
5861126	488
5866123	466
5871125	455
5876126	549
5881125	509
5886126	522
5891126	470
5896126	488
5901126	431
5906124	446
5911126	478
5916127	415
5921125	443
5926126	504
5931127	450
5936126	391
5941127	422
5946126	451
5951127	426
5956125	476
5961126	526
5966126	477
5971126	458
5976127	528
5981126	508
5986127	479
5991127	541
5996127	577
6001127	495
6006127	505
6011127	551
6016127	515
6021127	507
6026126	573
6031127	515
6036128	483
6041126	518
6046127	534
6051128	463
6056128	524
6061126	591
6066128	523
6071128	516
6076128	580
6081128	531
6086126	445
6091126	489
6096126	582
6101127	481
6106128	463
6111127	515
6116127	395
6121126	379
6126126	537
6131125	549
6136127	543
6141127	595
6146127	680
6151127	557
6156127	338
6161125	351
6166125	496
6171127	580
6176127	618
6181127	395
6186127	300
6191128	520
6196126	606
6201128	749
6206129	709
6211126	537
6216128	319
6221128	273
6226129	523
6231129	662
6236128	595
6241128	572
6246128	645
6251128	536
6256128	612
6261128	593
6266129	823
6271129	793
6276129	370
6281127	472
6286128	478
6291129	741
6296127	746
6301127	481
6306128	376
6311127	544
6316127	531
6321128	563
6326127	451
6331127	235
6336128	342
6341129	537
6346127	887
6351128	837
6356129	315
6361128	405
6366129	421
6371129	596
6376128	556
6381128	338
6386129	721
6391128	888
6396129	290
6401129	163
6406128	459
6411128	729
6416129	939
6421130	710
6426128	193
6431129	374
6436130	848
6441127	428
6446129	121
6451130	288
6456129	669
6461129	631
6466130	369
6471130	104
6476129	77
6481128	657
6486128	803
6491129	226
6496129	68
6501129	405
6506128	133
6511131	41
6516129	17
6521129	74
6526130	280
6531131	316
6536129	332
6541129	468
6546130	469
6551130	383
6556131	580
6561131	589
6566130	571
6571130	397
6576130	797
6581130	849
6586131	371
6591129	267
6596128	310
6601130	96
6606129	178
6611130	474
6616130	314
6621131	205
6626129	332
6631128	408
6636131	245
6641131	193
6646131	401
6651131	385
6656131	588
6661131	600
6666131	335
6671131	377
6676132	567
6681129	660
6686129	603
6691131	563
6696131	574
6701132	525
6706130	559
6711130	548
6716131	448
6721131	456
6726131	440
6731132	353
6736130	342
6741130	372
6746131	392
6751131	381
6756131	497
6761131	453
6766131	417
6771131	331
6776132	441
6781131	447
6786132	445
6791130	577
6796132	541
6801132	487
6806131	460
6811132	489
6816131	481
6821132	476
6826130	539
6831132	518
6836132	458
6841131	511
6846132	533
6851132	485
6856133	503
6861131	549
6866132	476
6871130	429
6876132	496
6881132	441
6886133	439
6891131	506
6896132	517
6901132	452
6906133	469
6911131	516
6916131	470
6921132	459
6926132	525
6931132	489
6936132	464
6941132	498
6946132	517
6951132	461
6956132	473
6961133	578
6966133	475
6971133	405
6976133	537
6981133	612
6986132	489
6991134	471
6996134	491
7001132	440
7006134	538
7011132	802
7016132	653
7021132	405
7026133	420
7031134	351
7036132	358
7041132	495
7046132	450
7051132	434
7056132	423
7061132	526
7066133	567
7071132	507
7076132	477
7081134	497
7086134	478
7091132	577
7096133	610
7101133	750
7106133	551
7111133	337
7116134	407
7121134	583
7126133	593
7131133	486
7136134	452
7141134	432
7146134	667
7151135	713
7156134	420
7161135	381
7166135	579
7171135	666
7176134	514
7181134	570
7186135	630
7191133	706
7196134	865
7201135	830
7206133	436
7211133	549
7216133	755
7221135	658
7226133	917
7231133	644
7236134	302
7241135	169
7246135	633
7251135	914
7256133	848
7261133	961
7266134	463
7271135	230
7276134	127
7281134	213
7286134	523
7291134	178
7296134	749
7301134	863
7306134	240
7311135	184
7316134	350
7321135	652
7326135	455
7331134	852
7336135	640
7341135	235
7346135	602
7351135	894
7356135	760
7361135	206
7366136	69
7371136	310
7376134	777
7381136	677
7386134	183
7391134	155
7396135	677
7401135	186
7406136	56
7411134	20
7416134	46
7421134	126
7426134	215
7431134	185
7436136	161
7441136	443
7446136	600
7451136	405
7456136	533
7461134	409
7466135	141
7471137	455
7476135	713
7481135	408
7486137	208
7491137	387
7496137	323
7501137	92
7506135	212
7511135	349
7516136	442
7521135	437
7526135	580
7531135	216
7536135	88
7541135	136
7546136	325
7551135	320
7556136	373
7561136	442
7566136	409
7571136	442
7576136	507
7581134	461
7586134	390
7591137	461
7596137	605
7601137	509
7606137	505
7611134	647
7616137	576
7621134	493
7626137	569
7631137	547
7636138	477
7641137	499
7646138	436
7651138	398
7656135	383
7661137	401
7666138	310
7671138	255
7676138	331
7681136	399
7686137	378
7691138	510
7696136	480
7701136	422
7706137	476
7711137	536
7716136	455
7721136	490
7726137	549
7731138	507
7736136	468
7741136	523
7746136	514
7751136	455
7756136	436
7761136	474
7766136	384
7771136	349
7776136	443
7781137	457
7786137	443
7791138	421
7796137	525
7801138	513
7806138	474
7811137	584
7816137	536
7821137	490
7826138	615
7831137	610
7836138	538
7841138	564
7846138	560
7851138	459
7856139	482
7861138	541
7866138	511
7871138	480
7876138	500
7881138	484
7886139	433
7891139	509
7896139	538
7901137	473
7906139	488
7911139	499
7916137	396
7921137	369
7926137	428
7931137	436
7936137	382
7941137	429
7946137	443
7951138	382
7956139	397
7961140	488
7966138	525
7971138	532
7976138	596
7981138	568
7986139	577
7991139	645
7996140	724
8001140	554
8006138	547
8011139	641
8016140	494
8021138	519
8026140	752
8031139	750
8036139	611
8041137	566
8046137	534
8051137	427
8056137	570
8061137	648
8066138	402
8071140	228
8076139	290
8081140	482
8086139	864
8091139	732
8096139	466
8101139	442
8106139	465
8111139	503
8116139	407
8121141	511
8126140	882
8131140	980
8136141	722
8141139	204
8146139	62
8151139	141
8156140	475
8161141	852
8166141	920
8171141	286
8176141	183
8181141	497
8186139	301
8191139	369
8196139	437
8201139	591
8206139	666
8211139	484
8216139	774
8221139	952
8226139	847
8231139	230
8236139	113
8241139	76
8246139	352
8251139	833
8256139	967
8261139	644
8266139	177
8271140	54
8276140	392
8281141	544
8286141	396
8291141	389
8296141	510
8301141	347
8306142	657
8311139	914
8316141	300
8321141	106
8326141	252
8331141	458
8336141	588
8341142	425
8346142	128
8351140	40
8356139	15
8361141	50
8366140	108
8371142	199
8376142	285
8381139	321
8386140	398
8391140	524
8396140	446
8401141	442
8406142	462
8411142	833
8416142	829
8421142	245
8426143	201
8431141	309
8436142	638
