ms		gx		gy		gz (°/second)
6823	-1.30	-0.32	0.01
6828	-1.39	-0.34	0.05
6833	-1.39	-0.34	0.05
6838	-1.38	-0.37	-0.00
6843	-1.38	-0.37	-0.00
6848	-1.39	-0.30	0.05
6853	-1.39	-0.30	0.05
6858	-1.43	-0.24	0.08
6863	-1.43	-0.24	0.08
6868	-1.48	-0.22	0.11
6873	-1.48	-0.22	0.11
6878	-1.37	-0.26	0.10
6883	-1.37	-0.26	0.10
6888	-1.42	-0.26	0.06
6893	-1.42	-0.26	0.06
6898	-1.41	-0.32	0.11
6903	-1.41	-0.32	0.11
6908	-1.38	-0.32	0.05
6913	-1.38	-0.32	0.05
6918	-1.38	-0.35	0.16
6923	-1.38	-0.35	0.16
6928	-1.34	-0.27	0.04
6933	-1.34	-0.27	0.04
6938	-1.38	-0.30	0.03
6943	-1.38	-0.30	0.03
6948	-1.39	-0.32	-0.01
6953	-1.39	-0.32	-0.01
6958	-1.44	-0.30	0.04
6963	-1.44	-0.30	0.04
6968	-1.36	-0.30	0.01
6973	-1.36	-0.30	0.01
6978	-1.35	-0.34	0.06
6983	-1.35	-0.34	0.06
6988	-1.38	-0.32	0.07
6993	-1.38	-0.32	0.07
6998	-1.33	-0.25	0.01
7003	-1.33	-0.25	0.01
7008	-1.37	-0.30	0.03
7013	-1.37	-0.30	0.03
7018	-1.42	-0.29	0.06
7023	-1.42	-0.29	0.06
7028	-1.48	-0.35	0.16
7033	-1.48	-0.35	0.16
7038	-1.38	-0.31	0.13
7043	-1.38	-0.31	0.13
7048	-1.45	-0.30	-0.02
7053	-1.45	-0.30	-0.02
7058	-1.43	-0.32	-0.03
7063	-1.43	-0.32	-0.03
7068	-1.32	-0.32	0.08
7073	-1.32	-0.32	0.08
7078	-1.35	-0.30	0.13
7083	-1.35	-0.30	0.13
7088	-1.38	-0.33	0.08
7093	-1.38	-0.33	0.08
7098	-1.40	-0.32	0.05
7103	-1.40	-0.32	0.05
7108	-1.35	-0.32	0.00
7113	-1.35	-0.32	0.00
7118	-1.35	-0.38	-0.01
7123	-1.35	-0.38	-0.01
7128	-1.36	-0.33	-0.06
7133	-1.36	-0.33	-0.06
7138	-1.37	-0.34	-0.03
7143	-1.37	-0.34	-0.03
7148	-1.31	-0.35	0.03
7153	-1.31	-0.35	0.03
7158	-1.38	-0.29	-0.00
7163	-1.38	-0.29	-0.00
7168	-1.39	-0.35	0.11
7173	-1.39	-0.35	0.11
7178	-1.39	-0.26	0.17
7183	-1.39	-0.26	0.17
7188	-1.41	-0.29	0.10
7193	-1.41	-0.29	0.10
7198	-1.31	-0.24	0.09
7203	-1.31	-0.24	0.09
7208	-1.41	-0.31	0.11
7213	-1.41	-0.31	0.11
7218	-1.42	-0.43	0.10
7223	-1.42	-0.43	0.10
7228	-1.35	-0.32	0.03
7233	-1.35	-0.32	0.03
7238	-1.37	-0.32	0.03
7243	-1.37	-0.32	0.03
7248	-1.42	-0.35	0.03
7253	-1.42	-0.35	0.03
7258	-1.39	-0.27	0.05
7263	-1.39	-0.27	0.05
7268	-1.42	-0.18	0.03
7273	-1.42	-0.18	0.03
7278	-1.37	-0.32	0.02
7283	-1.37	-0.32	0.02
7288	-1.41	-0.34	0.04
7293	-1.41	-0.34	0.04
7298	-1.37	-0.29	0.02
7303	-1.37	-0.29	0.02
7308	-1.33	-0.29	0.06
7313	-1.33	-0.29	0.06
7318	-1.35	-0.34	-0.00
7323	-1.35	-0.34	-0.00
7328	-1.39	-0.35	0.00
7333	-1.39	-0.35	0.00
7338	-1.39	-0.32	0.03
7343	-1.39	-0.32	0.03
7348	-1.39	-0.27	0.14
7353	-1.39	-0.27	0.14
7358	-1.47	-0.29	0.10
7363	-1.47	-0.29	0.10
7368	-1.45	-0.32	0.10
7373	-1.45	-0.32	0.10
7378	-1.32	-0.31	0.13
7383	-1.32	-0.31	0.13
7388	-1.33	-0.33	0.02
7393	-1.33	-0.33	0.02
7398	-1.36	-0.36	0.05
7403	-1.36	-0.36	0.05
7408	-1.30	-0.38	0.10
7413	-1.30	-0.38	0.10
7418	-1.29	-0.35	0.11
7423	-1.29	-0.35	0.11
7428	-1.43	-0.38	0.09
7433	-1.43	-0.38	0.09
7438	-1.48	-0.32	0.13
7443	-1.48	-0.32	0.13
7448	-1.42	-0.26	0.07
7453	-1.42	-0.26	0.07
7458	-1.39	-0.25	0.06
7463	-1.39	-0.25	0.06
7468	-1.35	-0.29	0.06
7473	-1.35	-0.29	0.06
7478	-1.41	-0.28	0.06
7483	-1.41	-0.28	0.06
7488	-1.38	-0.40	0.06
7493	-1.38	-0.40	0.06
7498	-1.41	-0.35	-0.03
7503	-1.41	-0.35	-0.03
7508	-1.29	-0.36	-0.06
7513	-1.29	-0.36	-0.06
7518	-1.35	-0.36	0.06
7523	-1.35	-0.36	0.06
7528	-1.42	-0.29	0.16
7533	-1.42	-0.29	0.16
7538	-1.38	-0.34	0.08
7543	-1.38	-0.34	0.08
7548	-1.40	-0.42	0.12
7553	-1.40	-0.42	0.12
7558	-1.45	-0.38	0.10
7563	-1.45	-0.38	0.10
7568	-1.38	-0.26	0.07
7573	-1.38	-0.26	0.07
7578	-1.30	-0.23	0.06
7583	-1.30	-0.23	0.06
7588	-1.37	-0.21	0.06
7593	-1.37	-0.21	0.06
7598	-1.30	-0.35	0.03
7603	-1.30	-0.35	0.03
7608	-1.39	-0.32	-0.00
7613	-1.39	-0.32	-0.00
7618	-1.47	-0.32	0.03
7623	-1.47	-0.32	0.03
7628	-1.38	-0.37	0.06
7633	-1.38	-0.37	0.06
7638	-1.30	-0.33	0.05
7643	-1.30	-0.33	0.05
7648	-1.42	-0.33	0.06
7653	-1.42	-0.33	0.06
7658	-1.35	-0.35	0.18
7663	-1.35	-0.35	0.18
7668	-1.34	-0.29	0.13
7673	-1.34	-0.29	0.13
7678	-1.41	-0.25	0.07
7683	-1.41	-0.25	0.07
7688	-1.46	-0.20	0.07
7693	-1.46	-0.20	0.07
7698	-1.42	-0.35	0.07
7703	-1.42	-0.35	0.07
7708	-1.38	-0.32	0.10
7713	-1.38	-0.32	0.10
7718	-1.32	-0.29	0.05
7723	-1.32	-0.29	0.05
7728	-1.35	-0.32	0.07
7733	-1.35	-0.32	0.07
7738	-1.29	-0.24	0.06
7743	-1.29	-0.24	0.06
7748	-1.44	-0.29	0.05
7753	-1.44	-0.29	0.05
7758	-1.41	-0.33	0.07
7763	-1.41	-0.33	0.07
7768	-1.37	-0.29	0.05
7773	-1.37	-0.29	0.05
7778	-1.40	-0.30	-0.01
7783	-1.40	-0.30	-0.01
7788	-1.35	-0.25	-0.04
7793	-1.35	-0.25	-0.04
7798	-1.40	-0.26	0.03
7803	-1.40	-0.26	0.03
7808	-1.32	-0.36	0.03
7813	-1.32	-0.36	0.03
7818	-1.27	-0.24	0.04
7823	-1.27	-0.24	0.04
7828	-1.54	-0.29	0.09
7833	-1.54	-0.29	0.09
7838	-1.39	-0.38	0.10
7843	-1.39	-0.38	0.10
7848	-1.29	-0.39	0.06
7853	-1.29	-0.39	0.06
7858	-1.39	-0.31	-0.00
7863	-1.39	-0.31	-0.00
7868	-1.41	-0.32	0.05
7873	-1.41	-0.32	0.05
7878	-1.38	-0.31	0.07
7883	-1.38	-0.31	0.07
7888	-1.30	-0.26	0.10
7893	-1.30	-0.26	0.10
7898	-1.38	-0.32	0.01
7903	-1.38	-0.32	0.01
7908	-1.38	-0.34	0.00
7913	-1.38	-0.34	0.00
7918	-1.38	-0.29	0.06
7923	-1.38	-0.29	0.06
7928	-1.33	-0.27	-0.03
7933	-1.33	-0.27	-0.03
7938	-1.35	-0.32	0.02
7943	-1.35	-0.32	0.02
7948	-1.38	-0.36	0.06
7953	-1.38	-0.36	0.06
7958	-1.38	-0.29	-0.00
7963	-1.38	-0.29	-0.00
7968	-1.43	-0.29	0.06
7973	-1.43	-0.29	0.06
7978	-1.37	-0.35	0.09
7983	-1.37	-0.35	0.09
7988	-1.46	-0.26	0.07
7993	-1.46	-0.26	0.07
7998	-1.46	-0.29	0.12
8003	-1.46	-0.29	0.12
8008	-1.43	-0.26	0.03
8013	-1.43	-0.26	0.03
8018	-1.35	-0.29	-0.03
8023	-1.35	-0.29	-0.03
8028	-1.42	-0.26	-0.13
8033	-1.42	-0.26	-0.13
8038	-1.32	-0.29	-0.05
8043	-1.32	-0.29	-0.05
8048	-1.41	-0.29	-0.02
8053	-1.41	-0.29	-0.02
8058	-1.43	-0.27	-0.08
8063	-1.43	-0.27	-0.08
8068	-1.46	-0.23	0.00
8073	-1.46	-0.23	0.00
8078	-1.38	-0.34	0.01
8083	-1.38	-0.34	0.01
8088	-1.37	-0.35	0.03
8093	-1.37	-0.35	0.03
8098	-1.46	-0.32	-0.06
8103	-1.46	-0.32	-0.06
8108	-1.52	-0.31	-0.05
8113	-1.52	-0.31	-0.05
8118	-1.44	-0.29	-0.01
8123	-1.44	-0.29	-0.01
8128	-1.51	-0.34	-0.03
8133	-1.51	-0.34	-0.03
8138	-1.40	-0.31	-0.02
8143	-1.40	-0.31	-0.02
8148	-1.49	-0.33	-0.04
8153	-1.49	-0.33	-0.04
8158	-1.42	-0.32	0.00
8163	-1.42	-0.32	0.00
8168	-1.41	-0.29	-0.00
8173	-1.41	-0.29	-0.00
8178	-1.37	-0.30	0.06
8183	-1.37	-0.30	0.06
8188	-1.37	-0.29	0.10
8193	-1.37	-0.29	0.10
8198	-1.35	-0.23	0.05
8203	-1.35	-0.23	0.05
8208	-1.34	-0.29	0.14
8213	-1.34	-0.29	0.14
8218	-1.41	-0.36	0.12
8223	-1.41	-0.36	0.12
8228	-1.30	-0.29	0.03
8233	-1.30	-0.29	0.03
8238	-1.31	-0.23	0.03
8243	-1.31	-0.23	0.03
8248	-1.38	-0.31	-0.02
8253	-1.38	-0.31	-0.02
8258	-1.45	-0.39	0.00
8263	-1.45	-0.39	0.00
8268	-1.43	-0.37	-0.03
8273	-1.43	-0.37	-0.03
8278	-1.45	-0.30	0.13
8283	-1.45	-0.30	0.13
8288	-1.47	-0.32	0.06
8293	-1.47	-0.32	0.06
8298	-1.38	-0.28	0.02
8303	-1.38	-0.28	0.02
8308	-1.44	-0.29	0.04
8313	-1.44	-0.29	0.04
8318	-1.38	-0.32	0.00
8323	-1.38	-0.32	0.00
8328	-1.49	-0.33	-0.01
8333	-1.49	-0.33	-0.01
8338	-1.46	-0.40	-0.05
8343	-1.46	-0.40	-0.05
8348	-1.38	-0.39	0.03
8353	-1.38	-0.39	0.03
8358	-1.48	-0.26	0.10
8363	-1.48	-0.26	0.10
8368	-1.54	-0.32	0.09
8373	-1.54	-0.32	0.09
8378	-1.54	-0.26	0.03
8383	-1.54	-0.26	0.03
8388	-1.50	-0.31	-0.07
8393	-1.50	-0.31	-0.07
8398	-1.53	-0.26	-0.13
8403	-1.53	-0.26	-0.13
8408	-1.38	-0.26	-0.23
8413	-1.38	-0.26	-0.23
8418	-1.51	-0.23	-0.17
8423	-1.51	-0.23	-0.17
8428	-1.46	-0.25	-0.07
8433	-1.46	-0.25	-0.07
8438	-1.42	-0.26	0.06
8443	-1.42	-0.26	0.06
8448	-1.48	-0.12	0.10
8453	-1.48	-0.12	0.10
8458	-1.51	-0.26	0.09
8463	-1.51	-0.26	0.09
8468	-1.37	-0.30	0.00
8473	-1.37	-0.30	0.00
8478	-1.42	-0.32	-0.12
8483	-1.42	-0.32	-0.12
8488	-1.32	-0.27	-0.09
8493	-1.32	-0.27	-0.09
8498	-1.32	-0.25	-0.05
8503	-1.32	-0.25	-0.05
8508	-1.35	-0.27	0.03
8513	-1.35	-0.27	0.03
8518	-1.38	-0.29	0.06
8523	-1.38	-0.29	0.06
8528	-1.42	-0.39	0.17
8533	-1.42	-0.39	0.17
8538	-1.45	-0.32	0.18
8543	-1.45	-0.32	0.18
8548	-1.37	-0.35	0.03
8553	-1.37	-0.35	0.03
8558	-1.33	-0.30	0.01
8563	-1.33	-0.30	0.01
8568	-1.32	-0.29	-0.00
8573	-1.32	-0.29	-0.00
8578	-1.38	-0.28	-0.03
8583	-1.38	-0.28	-0.03
8588	-1.43	-0.26	-0.01
8593	-1.43	-0.26	-0.01
8598	-1.51	-0.29	-0.07
8603	-1.51	-0.29	-0.07
8608	-1.50	-0.26	-0.02
8613	-1.50	-0.26	-0.02
8618	-1.44	-0.29	-0.02
8623	-1.44	-0.29	-0.02
8628	-1.42	-0.23	0.03
8633	-1.42	-0.23	0.03
8638	-1.45	-0.29	-0.00
8643	-1.45	-0.29	-0.00
8648	-1.48	-0.29	-0.06
8653	-1.48	-0.29	-0.06
8658	-1.39	-0.29	-0.01
8663	-1.39	-0.29	-0.01
8668	-1.47	-0.27	-0.00
